Wall time,Step,Value
1616434491.894306,5,0.0252238679677248
1616434508.4285355,15,0.018015190958976746
1616434513.3773184,18,0.011063980869948864
1616434523.2866862,24,0.008119449019432068
1616434553.621169,40,0.006554711144417524
1616434557.9162164,42,0.006499622017145157
1616434562.7143717,44,0.006303541827946901
1616434565.3675973,45,0.006289064418524504
1616434570.40039,47,0.006067328620702028
1616434584.808096,53,0.005570970941334963
1616434587.3566854,54,0.005569561384618282
1616434592.0085528,56,0.0054125702008605
1616434613.4953454,65,0.004751190077513456
1616434628.508403,71,0.00414984580129385
1616434630.745326,72,0.004057853948324919
1616434633.0316095,73,0.003953124396502972
1616434636.3423982,74,0.003914971370249987
1616434652.9932702,79,0.003533740062266588
1616434685.0522847,87,0.003091371152549982
1616434715.8175426,94,0.002773407381027937
1616434754.733958,102,0.002533482387661934
1616434771.1413245,105,0.002435628091916442
1616434776.6308768,106,0.0024243067018687725
1616434814.5067449,113,0.0022554369643330574
1616434842.384654,118,0.002205556258559227
1616434888.6255867,126,0.0020236659329384565
1616434906.2584054,129,0.0020856389310210943
1616434911.962986,130,0.0020854317117482424
1616434964.4734907,139,0.001887058257125318
1616434975.9055498,141,0.0018706064438447356
1616434981.9619548,142,0.0018584260251373053
1616435027.9291015,150,0.0017745556542649865
1616435056.503531,155,0.001767133828252554
1616435073.9708014,158,0.001731652650050819
1616435126.3576,167,0.0016810251399874687
1616435131.6983678,168,0.001643425552174449
1616435183.7754004,177,0.001641705515794456
1616435189.2831573,178,0.0016535522881895304
1616435218.3846169,183,0.001577683025971055
1616435230.1817997,185,0.0015646872343495488
1616435235.8076353,186,0.0015603138599544764
1616435258.8552408,190,0.0015544977504760027
1616435304.5936086,198,0.0015195014420896769
1616435351.018905,206,0.0015267310664057732
1616435356.7675066,207,0.001489914138801396
1616435362.300412,208,0.0014912441838532686
1616435385.7730482,212,0.0014523857971653342
1616435449.3539693,223,0.0014217965072020888
1616435483.536693,229,0.0014316575834527612
1616435512.3176272,234,0.0014095845399424434
1616435529.6343546,237,0.0014412308810278773
1616435599.8127859,249,0.001343730604276061
1616435634.6614268,255,0.0013192188926041126
1616435663.9322002,260,0.0013704542070627213
1616435681.3618627,263,0.0013032613787800074
1616435703.9151924,267,0.0012978902086615562
1616435727.2036426,271,0.0012975095305591822
1616435738.5842364,273,0.0012801473494619131
1616435847.4885476,292,0.0012503600446507335
1616435876.0048642,297,0.0012321379035711288
1616435881.4247918,298,0.0012335451319813728
1616435909.9019482,303,0.001225762302055955
