Wall time,Step,Value
1616361081.2815259,5,0.031554073095321655
1616361096.0492125,15,0.024106863886117935
1616361100.4436734,18,0.023531068116426468
1616361109.3137314,24,0.021840408444404602
1616361133.2490525,40,0.00927860476076603
1616361136.2098184,42,0.008982663974165916
1616361139.1458914,44,0.008421762846410275
1616361140.6459305,45,0.008321191184222698
1616361143.5676014,47,0.008100258186459541
1616361152.4421282,53,0.0075126164592802525
1616361153.9280097,54,0.007474001497030258
1616361156.8334813,56,0.007413322571665049
1616361170.1995454,65,0.006977517623454332
1616361179.0076418,71,0.006731388624757528
1616361180.4851775,72,0.006707261316478252
1616361181.9817548,73,0.0066282013431191444
1616361183.4515753,74,0.006669053807854652
1616361190.8654559,79,0.0064584361389279366
1616361202.6933823,87,0.0061988215893507
1616361213.09331,94,0.0059634121134877205
1616361225.6573381,102,0.005673922598361969
1616361231.036854,105,0.0055699096992611885
1616361232.7596703,106,0.005499961785972118
1616361245.7455003,113,0.005223748739808798
1616361255.9291701,118,0.0050173415802419186
1616361274.1819491,126,0.004667405039072037
1616361280.585257,129,0.004566028714179993
1616361282.623244,130,0.004490733612328768
1616361299.6549177,139,0.004097883123904467
1616361303.1909218,141,0.0040141502395272255
1616361305.1261878,142,0.003942759707570076
1616361321.222416,150,0.003637505229562521
1616361332.0529127,155,0.003450511023402214
1616361339.0173426,158,0.0033358377404510975
1616361357.442022,167,0.0031014964915812016
1616361359.3101075,168,0.003066478995606303
1616361375.5146928,177,0.002860820386558771
1616361377.4286215,178,0.002851053373888135
1616361387.3588111,183,0.0027294813189655542
1616361391.5942578,185,0.00267082080245018
1616361393.808128,186,0.0026395220775157213
1616361402.9466057,190,0.0025743793230503798
1616361419.2361028,198,0.0024528419598937035
1616361433.5321488,206,0.0023448581341654062
1616361435.4689696,207,0.0023290703538805246
1616361437.4136775,208,0.0023090674076229334
1616361445.5520792,212,0.002275500912219286
1616361469.6048653,223,0.0021466573234647512
1616361480.9554987,229,0.0021099308505654335
1616361490.0109298,234,0.0020492556504905224
1616361495.8947043,237,0.00203056912869215
1616361521.682891,249,0.0019490921404212713
1616361533.7895365,255,0.0019058202160522342
1616361542.6032884,260,0.0018676130566745996
1616361547.922957,263,0.0018784928834065795
1616361555.7599428,267,0.0018481893930584192
1616361563.9610033,271,0.0018122273031622171
1616361568.1377509,273,0.0018324539996683598
1616361608.9116557,292,0.0017434790497645736
1616361619.1425567,297,0.0017001321539282799
1616361621.1764557,298,0.0017024468397721648
1616361630.545232,303,0.0016767880879342556
1616361637.4477425,307,0.0016576801426708698
1616361639.233203,308,0.0016497913748025894
1616361643.1361284,310,0.001652766135521233
1616361660.1331327,318,0.0016204857965931296
1616361662.57185,319,0.0016244399594143033
1616361675.6189444,325,0.0015994941350072622
1616361677.7091095,326,0.0016007391968742013
1616361679.736074,327,0.001596159883774817
1616361685.5454395,330,0.0015924606705084443
1616361702.6441407,339,0.0015594916185364127
1616361720.5070121,347,0.0015346606960520148
1616361753.45228,363,0.0014967956813052297
1616361761.3547418,367,0.001494588446803391
1616361774.222613,373,0.0014734503347426653
1616361783.4523551,377,0.0014577130787074566
1616361787.8993065,379,0.0014535962836816907
1616361811.682334,391,0.0014288524398580194
1616361813.770161,392,0.001427409122698009
1616361848.7222395,408,0.0013934267917647958
1616361873.9262612,421,0.0013713588705286384
1616361876.2223089,422,0.0013645204016938806
1616361880.9020529,424,0.0013471966376528144
1616361894.8637245,430,0.001338865957222879
1616361913.501476,439,0.0013274492230266333
1616361917.3897727,441,0.0013241369742900133
1616361919.309135,442,0.0013228640891611576
1616361924.7062118,445,0.0013382312608882785
1616361936.8311448,451,0.0013191471807658672
1616361956.4274232,460,0.0013031881535425782
1616361963.356708,463,0.0012870329665020108
1616361965.4698696,464,0.001285397564060986
1616361982.8989205,473,0.001262974226847291
1616361984.7788897,474,0.0012820905540138483
1616362017.225123,489,0.0012530949898064137
1616362021.6289847,491,0.001243305392563343
1616362025.848825,493,0.0012398093240335584
1616362053.5117743,507,0.001227323547936976
1616362064.5008154,512,0.0012167447712272406
1616362069.2389596,514,0.00120730500202626
1616362076.3387036,517,0.001207415945827961
1616362093.4275467,525,0.001196045777760446
1616362105.0965328,531,0.0011899509700015187
1616362109.298049,533,0.0011874986812472343
1616362115.937533,536,0.001180622261017561
1616362129.8792284,542,0.0011816073674708605
1616362141.4981277,547,0.0011687773512676358
1616362161.3240285,557,0.001166079775430262
1616362165.428217,559,0.0011555281234905124
1616362174.2747705,563,0.0011479378445073962
1616362188.9755213,569,0.0011466866126284003
1616362197.3420937,573,0.001134901656769216
1616362199.1712143,574,0.001136326463893056
1616362208.5210612,579,0.0011384179815649986
1616362212.3971806,581,0.0011340499622747302
1616362214.5338333,582,0.0011405969271436334
1616362218.7108343,584,0.0011307536624372005
1616362223.0197754,586,0.0011275341967120767
1616362225.2918518,587,0.0011202077148482203
1616362237.0108342,592,0.0011184633476659656
1616362239.4922843,593,0.0011264270870015025
1616362260.2347763,602,0.0011124457232654095
1616362272.2801673,608,0.0011119756381958723
1616362275.9286757,610,0.001104039023630321
1616362286.2753909,615,0.0011024767300114036
1616362297.2843308,620,0.0010869699763134122
1616362301.9520807,622,0.0010903070215135813
1616362328.16623,634,0.0010737443808466196
1616362341.4990897,641,0.0010693323565647006
1616362343.6792665,642,0.0010877009481191635
1616362347.9185126,644,0.0010717147961258888
1616362349.9419544,645,0.0010726178297773004
1616362352.143081,646,0.0010669498005881906
1616362354.3328123,647,0.0010873901192098856
1616362358.8572903,649,0.0010654408251866698
1616362366.252957,652,0.001058026566170156
1616362376.1219583,656,0.0010570414597168565
1616362386.9200628,661,0.0010636098450049758
1616362393.226762,664,0.0010772717650979757
1616362400.9784284,668,0.0010478273034095764
1616362406.9212036,671,0.0010556743945926428
1616362408.9867134,672,0.001055430038832128
1616362413.243322,674,0.0010498189367353916
1616362415.4922578,675,0.0010354671394452453
1616362422.1848083,678,0.0010406955843791366
1616362424.5247052,679,0.0010294575477018952
1616362431.8211727,682,0.0010446623200550675
1616362434.2587183,683,0.0010400048922747374
1616362445.4032953,688,0.0010186743456870317
1616362447.3937454,689,0.0010262842988595366
1616362460.6641428,696,0.0010229223407804966
1616362466.710772,699,0.0010117462370544672
1616362475.4511108,703,0.0010157477809116244
1616362482.3585472,706,0.0010165267158299685
1616362487.2085745,708,0.0010042618960142136
1616362491.7938757,710,0.0010212617926299572
1616362500.3452458,714,0.0010100140934810042
1616362508.2498562,718,0.0010008207755163312
1616362513.9845216,721,0.0009934065164998174
1616362515.9383554,722,0.0009844949236139655
1616362517.9998467,723,0.0009915144182741642
1616362533.554354,730,0.0009832314681261778
1616362547.436254,736,0.0009953761473298073
1616362551.9211547,738,0.0009986164513975382
1616362553.9002585,739,0.000982535071671009
1616362561.2346525,743,0.000988877029158175
1616362569.266211,747,0.0009714298066683114
1616362575.7033908,750,0.0009673460153862834
1616362577.937386,751,0.0009602955542504787
1616362580.0994039,752,0.0009687329875305295
1616362584.5740724,754,0.0009685648838058114
1616362589.8512154,756,0.0009636070462875068
1616362609.7726283,765,0.0009528431110084057
1616362611.6128142,766,0.000955292722210288
1616362617.2059026,769,0.0009602145873941481
1616362619.1805472,770,0.0009526933426968753
1616362621.286772,771,0.0009524869965389371
1616362625.5885174,773,0.0009496077545918524
1616362627.8690643,774,0.0009481763700023293
1616362641.29154,780,0.0009419526904821396
1616362651.3688202,784,0.0009414616506546736
1616362653.7865977,785,0.0009372659842483699
1616362658.3640695,787,0.0009394141379743814
1616362662.705797,789,0.0009434733656235039
1616362669.2715964,792,0.0009372536442242563
1616362671.2976615,793,0.0009355159127153456
1616362673.3894339,794,0.0009324551210738719
1616362675.390301,795,0.0009365123696625233
1616362681.3042452,798,0.0009352903580293059
1616362688.8486826,802,0.0009376257658004761
1616362698.8388085,807,0.0009272568859159946
1616362700.7218099,808,0.000930505630094558
1616362702.7236488,809,0.0009201146312989295
1616362715.5996506,815,0.0009274312178604305
1616362730.3165438,821,0.0009182573994621634
1616362739.6001425,825,0.0009186072275042534
1616362746.2919588,828,0.0009040498407557607
1616362754.7634492,832,0.0009099141461774707
1616362762.175282,836,0.000908458256162703
1616362766.438737,838,0.0009015171672217548
1616362777.5178347,843,0.000895604956895113
1616362784.32242,846,0.0008919766987673938
1616362828.8909814,867,0.0008817648631520569
1616362833.2567756,869,0.0008864965057000518
1616362835.3238354,870,0.0008759639458730817
1616362844.4847786,874,0.0008743552607484162
1616362849.4017305,876,0.0008715245639905334
1616362858.1685371,880,0.0008699435275048018
1616362862.3854322,882,0.0008720695623196661
1616362878.0264466,890,0.000865384005010128
1616362890.9990292,896,0.0008562251459807158
1616362900.42148,900,0.0008586628828197718
1616362915.2057545,907,0.000850789831019938
1616362917.0323164,908,0.0008542576688341796
1616362918.90123,909,0.0008511471096426249
1616362920.6858113,910,0.0008508750470355153
1616362931.197745,915,0.0008434461196884513
1616362935.5733256,917,0.000845584727358073
1616362942.7568197,920,0.0008404316031374037
1616362945.1150382,921,0.0008454144117422402
1616362950.2138221,923,0.0008407833520323038
1616362968.5248687,931,0.0008372808224521577
1616362970.7193146,932,0.0008333778823725879
1616362977.0575147,935,0.0008380361250601709
1616362991.8193026,942,0.0008287800010293722
1616362999.2253287,945,0.0008521500858478248
1616363019.5284526,954,0.0008236364810727537
1616363023.7229788,956,0.0008373159216716886
1616363025.7235007,957,0.000831291894428432
1616363027.6649196,958,0.0008202614262700081
1616363033.499596,961,0.0008213405963033438
1616363035.348171,962,0.0008173420210368931
1616363043.062721,966,0.0008148687775246799
1616363054.3964503,971,0.0008106744498945773
1616363056.752485,972,0.0008108648471534252
1616363066.4938073,976,0.0008149681380018592
1616363068.8717103,977,0.0008174272370524704
1616363071.1765466,978,0.0008195769623853266
1616363073.2848525,979,0.000813511956948787
1616363081.2072883,983,0.0008107325411401689
1616363083.0284495,984,0.0008068191236816347
